Age,Gender,Monthly_Income,Occupation,Location_Type,Cinema_Visit_Frequency,Spend_Per_Visit,Movie_Importance,Preferred_Genres,Preferred_Time,Movie_Companion,Group_Movie_Conflict,Use_Poll_Booking,Seat_Importance,Pay_Extra_Seat,Buy_Snacks,Use_Snack_Preorder,Enjoy_PostCredit,Want_Spoiler_Free_Alerts,Inclusive_Screenings,Eco_Labels_Influence,Follow_Fan_Communities,Want_Exclusive_Content,AI_Recommendation_Interest,Loyalty_SplitPay_Interest,Use_App_Regularly
51,Female,1107,Retired,Town,Monthly,60,3,"Animation, Action, Documentary, Romance, Comedy, Horror",Evening,Alone,No,Yes,4,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,3,Yes
52,Non-binary,9643,Working Professional,Town,Monthly,62,4,"Horror, Action, Comedy, Other, Documentary, Animation, Romance",Afternoon,Friends/Group,No,Yes,1,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,5,Yes
33,Male,5007,Retired,Tier-2 City,Monthly,106,4,"Sci-Fi, Romance, Comedy, Documentary, Action, Other, Animation",Afternoon,Family,No,Yes,1,Yes,Yes,No,Yes,Yes,No,No,No,No,2,3,Yes
22,Female,1866,Working Professional,Rural Area,Never,75,5,"Sci-Fi, Horror, Drama, Action, Comedy, Romance, Documentary",Evening,Partner,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,No,No,Yes,5,1,No
59,Non-binary,10776,Student,Town,Occasionally,77,5,"Animation, Romance, Action, Comedy, Drama, Other, Documentary, Horror, Sci-Fi",Evening,Alone,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5,2,Yes
15,Prefer not to say,3302,Retired,Rural Area,Occasionally,61,5,"Documentary, Drama, Other, Action",Night,Partner,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,3,No
36,Non-binary,3183,Retired,Rural Area,Monthly,98,2,"Drama, Documentary, Action, Romance, Sci-Fi",Evening,Friends/Group,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,2,2,No
31,Prefer not to say,4446,Student,Town,Never,70,4,"Action, Other, Drama, Romance, Comedy, Documentary",Night,Friends/Group,No,Yes,4,No,Yes,No,Yes,Yes,No,Yes,No,Yes,1,5,Yes
21,Prefer not to say,5175,Retired,Tier-2 City,Monthly,64,2,"Documentary, Horror, Drama, Sci-Fi, Animation",Afternoon,Alone,Yes,Yes,4,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4,1,Yes
39,Male,3671,Working Professional,Town,Never,43,3,"Horror, Action, Romance, Other, Drama, Comedy, Animation",Morning,Friends/Group,Yes,Yes,1,Yes,No,No,No,Yes,No,No,No,Yes,1,1,Yes
59,Female,1342,Retired,Town,Monthly,73,4,"Documentary, Other, Sci-Fi, Drama",Morning,Family,Yes,Yes,5,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,2,Yes
18,Non-binary,2032,Homemaker,Rural Area,Rarely,63,4,"Documentary, Horror, Sci-Fi, Comedy, Animation, Drama, Romance, Other",Morning,Friends/Group,Yes,Yes,4,No,Yes,Yes,Yes,Yes,No,Yes,No,No,4,5,Yes
50,Male,7580,Other,Town,Rarely,108,1,"Other, Drama, Action, Sci-Fi, Comedy, Horror",Morning,Friends/Group,No,Yes,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,1,No
20,Non-binary,1635,Working Professional,Tier-2 City,Weekly,111,4,"Sci-Fi, Romance, Horror, Action, Other, Animation",Afternoon,Friends/Group,Yes,Yes,5,No,No,Yes,Yes,Yes,Yes,No,No,No,2,3,Yes
45,Prefer not to say,2163,Homemaker,Town,Monthly,50,3,"Drama, Action, Sci-Fi, Other, Animation, Comedy, Horror, Documentary, Romance",Morning,Partner,Yes,No,5,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,3,2,Yes
33,Female,2414,Student,Tier-2 City,Occasionally,52,4,"Other, Documentary, Animation, Sci-Fi, Comedy",Evening,Partner,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,5,Yes
58,Non-binary,2446,Working Professional,Tier-2 City,Weekly,69,2,"Sci-Fi, Romance, Horror, Documentary, Drama, Action, Animation, Other",Evening,Alone,Yes,Yes,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4,2,Yes
53,Non-binary,3372,Other,Rural Area,Rarely,58,4,"Drama, Other, Animation, Action",Morning,Alone,Yes,Yes,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,4,1,Yes
41,Prefer not to say,8165,Other,Tier-1 City,Monthly,79,2,"Comedy, Documentary, Other, Action, Romance",Evening,Alone,No,Yes,4,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,2,2,Yes
24,Non-binary,1688,Student,Tier-1 City,Weekly,68,5,"Animation, Documentary, Sci-Fi, Other, Romance, Drama, Action, Comedy",Night,Friends/Group,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,3,Yes
40,Non-binary,1323,Student,Rural Area,Monthly,80,5,"Comedy, Action, Other, Romance, Horror",Afternoon,Partner,No,Yes,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,1,Yes
33,Prefer not to say,1549,Working Professional,Town,Rarely,95,1,"Documentary, Action, Drama, Sci-Fi",Morning,Family,No,Yes,5,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,5,Yes
53,Male,6449,Retired,Rural Area,Weekly,53,4,"Animation, Romance, Other, Documentary, Action, Drama, Horror, Sci-Fi, Comedy",Morning,Friends/Group,No,No,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1,5,Yes
17,Prefer not to say,3594,Student,Tier-2 City,Rarely,94,5,"Comedy, Horror, Sci-Fi, Action, Romance, Other",Afternoon,Friends/Group,No,No,3,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,5,1,Yes
59,Male,1841,Retired,Tier-1 City,Never,60,5,"Animation, Horror, Comedy, Sci-Fi, Other, Romance, Drama, Documentary",Evening,Friends/Group,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,3,5,Yes
27,Female,5231,Homemaker,Rural Area,Rarely,117,1,"Comedy, Romance, Documentary, Horror, Animation, Action, Sci-Fi, Drama, Other",Afternoon,Family,Yes,Yes,4,Yes,No,No,Yes,Yes,No,No,Yes,No,3,4,No
42,Male,5939,Other,Town,Monthly,107,1,"Romance, Drama, Sci-Fi, Animation, Horror, Documentary, Comedy, Other",Afternoon,Alone,Yes,No,5,Yes,Yes,No,Yes,No,No,No,Yes,Yes,5,1,No
34,Male,5685,Retired,Rural Area,Occasionally,72,4,"Animation, Other, Documentary, Romance, Drama, Comedy",Evening,Family,No,Yes,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,1,1,Yes
42,Female,7280,Other,Tier-1 City,Rarely,55,2,"Other, Horror, Documentary, Sci-Fi, Drama, Romance, Comedy, Animation",Afternoon,Alone,No,Yes,5,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3,3,Yes
22,Male,1726,Retired,Rural Area,Occasionally,51,4,"Action, Other, Drama, Sci-Fi, Documentary, Comedy, Horror",Evening,Family,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,1,Yes
55,Prefer not to say,4516,Homemaker,Rural Area,Never,92,2,"Sci-Fi, Horror, Comedy, Drama",Evening,Partner,Yes,Yes,1,No,No,No,Yes,Yes,Yes,Yes,No,No,4,3,Yes
53,Male,2542,Student,Tier-1 City,Weekly,74,1,"Sci-Fi, Drama, Action, Animation",Afternoon,Friends/Group,No,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,No
15,Female,5612,Homemaker,Tier-2 City,Weekly,93,3,"Romance, Drama, Comedy, Documentary, Other, Animation, Action",Night,Friends/Group,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,3,Yes
17,Prefer not to say,4259,Student,Tier-2 City,Occasionally,119,4,"Sci-Fi, Comedy, Other, Horror, Animation, Documentary",Evening,Friends/Group,Yes,Yes,5,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,3,Yes
27,Female,4745,Student,Tier-1 City,Weekly,59,3,"Comedy, Romance, Animation, Horror, Other, Documentary, Drama, Action, Sci-Fi",Afternoon,Alone,Yes,Yes,1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,4,4,Yes
42,Female,3668,Other,Rural Area,Rarely,50,2,"Animation, Comedy, Other, Action",Evening,Family,Yes,No,5,No,No,Yes,Yes,Yes,Yes,No,No,No,1,5,Yes
39,Non-binary,1488,Homemaker,Tier-1 City,Occasionally,78,4,"Romance, Animation, Horror, Action, Comedy, Other",Night,Partner,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3,2,Yes
47,Non-binary,2968,Retired,Tier-2 City,Monthly,97,3,"Animation, Action, Drama, Sci-Fi, Documentary, Other, Horror, Romance, Comedy",Night,Family,Yes,Yes,5,No,No,Yes,Yes,Yes,No,Yes,No,No,2,3,Yes
52,Female,11444,Homemaker,Town,Rarely,56,3,"Horror, Drama, Action, Romance, Other, Sci-Fi, Documentary, Animation",Morning,Friends/Group,Yes,Yes,2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,2,4,Yes
20,Female,7926,Other,Rural Area,Rarely,75,4,"Animation, Sci-Fi, Other, Horror, Comedy",Evening,Partner,No,No,5,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2,3,Yes
58,Female,1110,Student,Tier-2 City,Rarely,102,3,"Romance, Comedy, Horror, Sci-Fi, Action",Evening,Partner,No,No,3,Yes,Yes,No,No,Yes,Yes,No,No,Yes,1,2,Yes
59,Non-binary,1450,Other,Rural Area,Monthly,42,4,"Animation, Sci-Fi, Action, Horror, Documentary, Romance, Drama, Other",Afternoon,Friends/Group,No,Yes,3,Yes,No,Yes,Yes,No,No,Yes,Yes,No,2,1,Yes
46,Non-binary,1353,Working Professional,Tier-1 City,Never,79,3,"Documentary, Horror, Other, Animation, Sci-Fi",Evening,Family,Yes,Yes,4,No,Yes,Yes,No,No,Yes,Yes,No,No,4,3,Yes
59,Male,4236,Working Professional,Town,Weekly,64,1,"Other, Horror, Comedy, Action, Drama",Morning,Friends/Group,No,No,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,4,Yes
35,Male,5256,Retired,Tier-1 City,Occasionally,77,4,"Romance, Comedy, Action, Other, Horror, Sci-Fi, Documentary",Night,Family,No,Yes,5,No,Yes,No,Yes,Yes,No,No,No,Yes,3,5,Yes
30,Female,1600,Other,Town,Never,89,1,"Horror, Romance, Drama, Sci-Fi, Action, Animation",Night,Partner,Yes,Yes,4,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,1,Yes
35,Prefer not to say,2762,Retired,Rural Area,Occasionally,79,5,"Romance, Documentary, Sci-Fi, Comedy, Horror",Morning,Partner,Yes,Yes,2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,1,5,Yes
25,Prefer not to say,5592,Retired,Rural Area,Weekly,54,1,"Horror, Other, Romance, Drama",Evening,Friends/Group,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,2,Yes
51,Non-binary,4299,Working Professional,Tier-1 City,Monthly,64,3,"Comedy, Other, Romance, Action, Documentary",Evening,Partner,Yes,Yes,2,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,4,1,Yes
50,Non-binary,2953,Retired,Town,Rarely,103,2,"Drama, Sci-Fi, Action, Other, Animation, Romance, Comedy, Horror",Morning,Alone,No,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3,5,Yes
49,Non-binary,3231,Working Professional,Town,Rarely,81,1,"Romance, Horror, Other, Sci-Fi",Afternoon,Partner,No,Yes,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,4,4,Yes
33,Female,2775,Student,Rural Area,Monthly,91,1,"Horror, Sci-Fi, Documentary, Other, Animation",Night,Alone,Yes,No,2,Yes,No,Yes,Yes,Yes,No,No,No,No,4,4,Yes
34,Prefer not to say,1882,Other,Tier-1 City,Never,80,1,"Drama, Action, Horror, Sci-Fi, Romance, Documentary, Comedy, Animation, Other",Morning,Partner,No,No,3,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3,5,Yes
32,Male,3081,Retired,Town,Never,91,2,"Horror, Sci-Fi, Action, Other, Animation, Documentary",Morning,Friends/Group,No,No,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1,Yes
55,Female,3918,Working Professional,Rural Area,Occasionally,67,2,"Sci-Fi, Romance, Animation, Action, Documentary, Drama, Horror",Evening,Friends/Group,No,No,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4,3,Yes
28,Male,6165,Homemaker,Tier-2 City,Monthly,59,1,"Horror, Animation, Sci-Fi, Romance, Action, Drama, Comedy",Night,Alone,Yes,Yes,5,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,2,Yes
29,Male,3528,Retired,Tier-1 City,Never,90,5,"Other, Comedy, Documentary, Animation, Sci-Fi, Horror, Drama, Action",Evening,Friends/Group,No,Yes,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,5,2,Yes
45,Female,4579,Student,Tier-2 City,Monthly,97,2,"Horror, Sci-Fi, Drama, Other",Morning,Partner,Yes,Yes,3,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,4,No
15,Male,1436,Student,Tier-1 City,Weekly,56,2,"Drama, Action, Other, Romance, Animation, Sci-Fi, Horror",Afternoon,Partner,Yes,No,5,Yes,Yes,No,Yes,Yes,No,No,No,No,3,1,Yes
17,Prefer not to say,2547,Homemaker,Rural Area,Rarely,63,2,"Horror, Sci-Fi, Animation, Action, Drama, Other",Night,Friends/Group,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,1,Yes
30,Male,1023,Working Professional,Town,Rarely,71,4,"Other, Sci-Fi, Comedy, Animation",Morning,Partner,Yes,No,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,5,2,Yes
37,Prefer not to say,1708,Retired,Town,Rarely,107,1,"Animation, Drama, Action, Romance, Horror, Comedy",Morning,Family,No,Yes,2,No,No,No,Yes,Yes,Yes,No,Yes,No,4,2,Yes
25,Prefer not to say,4240,Working Professional,Town,Monthly,86,5,"Horror, Drama, Other, Documentary, Sci-Fi, Romance, Comedy",Afternoon,Family,Yes,No,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,1,2,Yes
26,Prefer not to say,13012,Student,Tier-1 City,Monthly,48,2,"Drama, Horror, Romance, Comedy, Sci-Fi, Animation, Action, Documentary",Morning,Partner,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,No,Yes,No,2,2,Yes
24,Non-binary,1261,Working Professional,Rural Area,Occasionally,73,4,"Other, Drama, Horror, Comedy, Sci-Fi, Romance, Animation, Action, Documentary",Morning,Friends/Group,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,3,5,Yes
46,Male,2283,Student,Tier-2 City,Rarely,70,3,"Romance, Drama, Other, Action, Documentary",Night,Alone,No,No,3,No,Yes,Yes,Yes,Yes,No,No,No,No,5,5,Yes
30,Female,5024,Working Professional,Rural Area,Occasionally,51,3,"Animation, Sci-Fi, Horror, Romance, Drama, Comedy, Action",Night,Friends/Group,Yes,Yes,3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1,5,No
22,Female,1570,Homemaker,Tier-2 City,Rarely,72,2,"Drama, Other, Action, Sci-Fi",Night,Alone,No,No,3,No,No,No,Yes,Yes,No,No,Yes,No,3,5,Yes
52,Male,3024,Other,Tier-1 City,Occasionally,69,5,"Sci-Fi, Horror, Other, Comedy, Romance, Action, Animation, Documentary",Evening,Friends/Group,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,4,3,No
26,Non-binary,4301,Homemaker,Tier-1 City,Occasionally,67,5,"Documentary, Drama, Sci-Fi, Animation, Horror, Other, Action, Comedy, Romance",Afternoon,Partner,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2,4,Yes
38,Non-binary,3392,Homemaker,Tier-2 City,Weekly,66,1,"Drama, Other, Comedy, Animation, Action, Horror, Sci-Fi",Night,Family,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,2,Yes
42,Prefer not to say,1520,Other,Tier-2 City,Occasionally,104,2,"Animation, Horror, Romance, Other, Comedy, Sci-Fi",Evening,Friends/Group,Yes,Yes,2,Yes,Yes,No,Yes,No,No,Yes,No,Yes,2,3,Yes
22,Male,2097,Other,Tier-2 City,Monthly,67,3,"Drama, Documentary, Animation, Sci-Fi",Evening,Alone,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,3,Yes
42,Male,4828,Retired,Rural Area,Occasionally,75,1,"Romance, Documentary, Comedy, Horror, Other, Action, Drama",Afternoon,Family,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,4,3,Yes
50,Female,3019,Retired,Tier-2 City,Rarely,73,5,"Animation, Romance, Horror, Sci-Fi, Documentary, Action, Drama, Other, Comedy",Afternoon,Alone,No,Yes,5,Yes,Yes,Yes,Yes,Yes,No,No,No,No,3,5,Yes
40,Male,1013,Homemaker,Tier-1 City,Occasionally,64,1,"Action, Horror, Sci-Fi, Animation, Documentary, Other, Drama",Morning,Partner,No,Yes,5,No,No,Yes,No,Yes,Yes,Yes,No,Yes,2,4,Yes
22,Non-binary,4578,Homemaker,Tier-1 City,Never,76,3,"Other, Action, Comedy, Drama, Horror, Sci-Fi, Animation",Evening,Family,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,1,No
42,Male,1089,Student,Town,Rarely,76,5,"Documentary, Drama, Horror, Other, Sci-Fi, Action",Night,Alone,Yes,Yes,4,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,4,Yes
42,Female,4423,Student,Tier-2 City,Never,76,4,"Other, Drama, Horror, Romance, Animation, Action, Documentary, Sci-Fi, Comedy",Afternoon,Friends/Group,No,No,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,2,Yes
51,Prefer not to say,1565,Retired,Rural Area,Rarely,57,4,"Other, Drama, Horror, Animation, Documentary, Romance, Action, Sci-Fi",Evening,Partner,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,2,Yes
55,Female,8929,Retired,Rural Area,Monthly,70,2,"Horror, Documentary, Action, Drama, Romance, Comedy, Sci-Fi",Night,Partner,Yes,Yes,2,Yes,No,Yes,Yes,Yes,No,No,Yes,No,3,5,Yes
50,Female,2146,Student,Rural Area,Monthly,90,1,"Comedy, Other, Action, Romance, Horror, Drama, Animation, Documentary, Sci-Fi",Evening,Partner,No,Yes,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes
41,Prefer not to say,1989,Student,Town,Monthly,71,5,"Other, Animation, Action, Comedy, Drama, Romance, Documentary",Afternoon,Friends/Group,No,Yes,1,Yes,Yes,No,Yes,No,No,No,No,Yes,1,1,Yes
31,Female,1403,Working Professional,Tier-1 City,Never,78,2,"Drama, Action, Horror, Other, Romance",Morning,Friends/Group,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,2,No
23,Female,1911,Working Professional,Rural Area,Weekly,78,1,"Documentary, Sci-Fi, Romance, Comedy, Action, Animation, Other, Drama, Horror",Evening,Family,Yes,No,2,No,Yes,Yes,No,Yes,No,No,No,Yes,4,5,Yes
47,Male,6231,Student,Tier-1 City,Rarely,83,3,"Documentary, Other, Animation, Horror",Night,Friends/Group,Yes,No,4,No,No,No,Yes,Yes,No,No,No,Yes,4,4,Yes
34,Male,15021,Working Professional,Town,Monthly,86,5,"Action, Documentary, Comedy, Animation, Sci-Fi, Horror, Romance, Drama",Afternoon,Family,No,Yes,4,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2,1,Yes
27,Prefer not to say,2148,Other,Tier-2 City,Rarely,71,1,"Comedy, Action, Other, Sci-Fi, Drama, Animation, Documentary",Morning,Partner,Yes,Yes,5,No,Yes,No,Yes,Yes,No,No,Yes,Yes,1,1,No
42,Male,2488,Retired,Tier-2 City,Never,56,5,"Drama, Action, Romance, Other, Documentary",Night,Family,Yes,No,3,No,Yes,Yes,Yes,No,No,No,No,Yes,1,2,Yes
43,Male,4200,Retired,Tier-2 City,Weekly,50,1,"Action, Sci-Fi, Drama, Other, Romance",Night,Alone,Yes,Yes,5,Yes,Yes,No,Yes,No,Yes,No,No,Yes,3,3,Yes
27,Female,6433,Student,Rural Area,Never,95,3,"Animation, Drama, Comedy, Romance",Night,Partner,Yes,Yes,5,No,Yes,Yes,Yes,Yes,No,No,No,Yes,4,5,No
49,Non-binary,3247,Homemaker,Tier-2 City,Rarely,90,5,"Other, Drama, Horror, Romance, Sci-Fi, Documentary",Evening,Partner,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,2,1,No
20,Male,2242,Student,Rural Area,Weekly,87,4,"Comedy, Sci-Fi, Drama, Animation",Afternoon,Family,No,Yes,5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,4,Yes
32,Non-binary,2330,Working Professional,Town,Weekly,91,3,"Comedy, Animation, Documentary, Sci-Fi, Action, Drama, Other",Night,Partner,No,No,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1,1,No
19,Male,3973,Homemaker,Town,Never,71,1,"Comedy, Sci-Fi, Drama, Documentary, Horror",Evening,Friends/Group,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,4,Yes
39,Male,1008,Working Professional,Rural Area,Monthly,62,5,"Horror, Other, Sci-Fi, Action, Romance, Animation, Comedy, Drama",Afternoon,Alone,Yes,Yes,3,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,3,3,Yes
16,Prefer not to say,3416,Other,Tier-1 City,Rarely,55,3,"Romance, Sci-Fi, Documentary, Animation, Other, Drama, Action",Afternoon,Family,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,No,No,No,5,2,Yes
24,Prefer not to say,2098,Working Professional,Tier-2 City,Occasionally,53,1,"Documentary, Other, Horror, Comedy, Sci-Fi, Romance, Drama, Animation",Evening,Family,Yes,No,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4,3,No
44,Prefer not to say,4952,Other,Tier-2 City,Occasionally,99,4,"Action, Comedy, Other, Horror, Animation",Evening,Partner,No,No,4,No,No,Yes,No,Yes,No,No,Yes,Yes,2,2,Yes
59,Non-binary,1244,Other,Tier-2 City,Never,65,4,"Horror, Animation, Other, Action, Drama, Sci-Fi, Documentary, Romance, Comedy",Night,Friends/Group,Yes,Yes,1,No,No,Yes,Yes,No,No,No,Yes,No,4,1,Yes
19,Female,3218,Working Professional,Rural Area,Rarely,96,1,"Horror, Sci-Fi, Drama, Action, Animation, Documentary, Other, Comedy, Romance",Afternoon,Partner,Yes,Yes,4,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,3,No
47,Male,2639,Working Professional,Town,Rarely,71,4,"Romance, Other, Horror, Documentary",Morning,Partner,Yes,Yes,2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,1,5,Yes
15,Male,3570,Other,Tier-2 City,Never,61,3,"Action, Drama, Comedy, Documentary, Romance, Horror, Animation, Other",Evening,Family,No,No,1,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1,3,Yes
32,Male,1167,Homemaker,Town,Rarely,53,4,"Drama, Documentary, Comedy, Romance, Horror, Other, Animation, Sci-Fi, Action",Afternoon,Partner,Yes,No,2,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,2,3,Yes
46,Non-binary,3168,Other,Tier-2 City,Monthly,63,2,"Sci-Fi, Romance, Other, Animation, Action, Comedy, Drama, Horror",Afternoon,Alone,Yes,Yes,2,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,4,1,Yes
25,Prefer not to say,3060,Retired,Tier-2 City,Never,103,4,"Comedy, Drama, Documentary, Action, Animation, Horror",Night,Partner,Yes,No,4,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,1,Yes
35,Female,3056,Other,Rural Area,Monthly,53,2,"Other, Drama, Sci-Fi, Animation, Horror, Comedy, Documentary, Action, Romance",Morning,Partner,No,Yes,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,2,No
40,Non-binary,3312,Homemaker,Tier-1 City,Rarely,117,5,"Romance, Action, Drama, Horror, Documentary, Other, Sci-Fi, Comedy, Animation",Night,Family,Yes,Yes,2,No,Yes,Yes,No,Yes,No,No,No,No,5,4,Yes
39,Prefer not to say,3821,Retired,Rural Area,Never,58,3,"Horror, Sci-Fi, Comedy, Action, Drama, Romance",Morning,Partner,No,Yes,2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2,3,Yes
36,Non-binary,5086,Student,Tier-2 City,Rarely,89,5,"Comedy, Documentary, Sci-Fi, Action, Horror",Morning,Friends/Group,No,Yes,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,4,4,Yes
41,Female,1786,Student,Tier-2 City,Never,72,5,"Drama, Horror, Other, Documentary, Sci-Fi, Animation, Comedy, Action",Evening,Family,Yes,Yes,3,No,Yes,Yes,No,No,Yes,No,Yes,No,1,3,Yes
27,Prefer not to say,5358,Homemaker,Tier-1 City,Rarely,68,4,"Other, Drama, Comedy, Romance",Afternoon,Partner,No,Yes,4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,4,4,Yes
47,Non-binary,2724,Other,Town,Monthly,49,4,"Documentary, Animation, Romance, Sci-Fi",Afternoon,Alone,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,2,Yes
48,Female,1200,Working Professional,Town,Monthly,73,4,"Action, Sci-Fi, Other, Romance",Afternoon,Alone,No,Yes,4,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,3,1,Yes
55,Male,1150,Homemaker,Tier-2 City,Rarely,51,5,"Comedy, Romance, Horror, Action, Documentary, Drama, Sci-Fi, Other",Morning,Family,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,5,No
49,Female,2017,Retired,Town,Never,41,3,"Horror, Romance, Comedy, Animation, Drama, Sci-Fi, Other, Documentary, Action",Afternoon,Family,Yes,Yes,1,No,No,Yes,Yes,Yes,No,Yes,Yes,No,3,4,Yes
15,Male,4841,Retired,Tier-2 City,Occasionally,77,3,"Comedy, Sci-Fi, Other, Animation, Drama, Action, Horror, Documentary, Romance",Evening,Partner,Yes,Yes,3,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,1,Yes
35,Non-binary,4074,Student,Tier-1 City,Monthly,62,2,"Romance, Other, Drama, Comedy, Animation, Documentary, Action, Sci-Fi",Morning,Friends/Group,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,1,3,No
20,Prefer not to say,4885,Retired,Tier-1 City,Monthly,108,1,"Romance, Documentary, Action, Comedy, Animation, Horror",Morning,Partner,No,Yes,1,Yes,Yes,No,Yes,Yes,No,No,Yes,No,1,3,No
